Trial	Type	Target #	Time to Target	Endpoint Error	Est. Avg. Error Mag	Accum. Error x dMagProj	Max Error Mag.	Max Error Pos. (% of trajectory)	Feedback	Target (1)/Return (0)
40	0	1	3.355241e-01	0	5.902728e-01	1.185085e+02	1.174088e+00	4.990252e+01	1	0
41	2	2	5.513546e-01	2.712710e-16	1.475288e-14	1.408885e-12	2.590611e-14	100	1	1
41	0	2	2.511697e-01	0	1.813537e-14	3.634172e-12	2.648129e-14	50	1	0
42	2	4	6.348524e-01	1.369777e-02	1.576727e-01	1.576579e+01	1.369735e+00	100	1	1
42	0	4	4.696450e-01	0	1.176763e+00	2.351160e+02	2.543208e+00	5.003892e+01	1	0
43	2	1	5.355352e-01	1.562373e-02	1.217743e+00	1.219978e+02	2.151234e+00	5.934341e+01	1	1
43	0	1	3.348485e-01	0	7.200547e-01	1.438678e+02	1.565367e+00	5.014443e+01	1	0
44	2	3	4.683448e-01	1.836970e-16	1.010470e-14	1.010470e-12	1.836970e-14	100	1	1
44	0	3	2.511139e-01	0	1.324865e-14	2.649731e-12	1.836970e-14	50	1	0
45	2	4	5.521177e-01	1.533845e-01	8.685046e+00	8.583081e+02	1.527838e+01	100	0	1
45	0	4	3.018650e-01	0	1.021767e+01	2.014904e+03	1.659635e+01	5.000722e+01	1	0
46	2	2	6.189382e-01	2.706636e-16	1.318403e-14	1.264222e-12	2.595404e-14	100	1	1
46	0	2	2.012967e-01	0	1.849510e-14	3.641109e-12	2.626560e-14	50	1	0
47	2	3	6.692222e-01	1.836970e-16	9.923237e-15	9.690206e-13	1.793832e-14	100	1	1
47	0	3	2.515784e-01	0	1.330523e-14	2.632404e-12	1.836970e-14	5.054402e+01	1	0
48	2	1	5.850190e-01	6.123234e-17	3.235128e-15	3.152825e-13	5.967457e-15	100	1	1
48	0	1	2.850239e-01	0	4.480199e-15	8.951631e-13	6.135217e-15	5.014691e+01	1	0
49	2	2	5.861906e-01	2.642957e-16	1.356940e-14	1.359595e-12	2.648129e-14	100	1	1
49	0	2	1.849077e-01	0	1.863731e-14	3.734757e-12	2.648129e-14	50	1	0
50	2	4	5.184810e-01	2.449294e-16	1.304920e-14	1.248739e-12	2.343845e-14	100	1	1
50	0	4	1.854133e-01	0	1.793122e-14	3.512554e-12	2.449294e-14	5.104895e+01	1	0
51	2	1	6.342504e-01	6.123234e-17	3.228825e-15	3.089815e-13	5.859611e-15	1.000000e+02	1	1
51	0	1	2.842044e-01	0	4.498659e-15	8.909281e-13	6.135217e-15	5.059289e+01	1	0
52	2	3	5.175349e-01	1.836970e-16	1.016436e-14	1.016436e-12	1.836970e-14	100	1	1
52	0	3	2.351504e-01	0	1.320718e-14	2.641437e-12	1.836970e-14	50	1	0
53	2	4	6.353052e-01	5.449146e-02	1.914936e+00	1.852223e+02	5.275915e+00	1.000000e+02	1	1
53	0	4	2.852167e-01	0	3.428351e+00	6.790337e+02	6.055404e+00	5.039602e+01	1	0
54	2	2	6.527711e-01	2.697618e-16	1.291350e-14	1.245862e-12	2.602594e-14	100	1	1
54	0	2	2.014535e-01	0	1.821145e-14	3.496172e-12	2.604991e-14	5.035678e+01	1	0
55	2	3	7.344053e-01	1.836970e-16	9.873244e-15	9.699351e-13	1.804617e-14	100	1	1
55	0	3	3.017678e-01	0	1.323775e-14	2.647550e-12	1.836970e-14	50	1	0
56	2	1	5.353512e-01	6.123234e-17	3.270534e-15	3.232132e-13	6.051337e-15	100	1	1
56	0	1	2.689727e-01	0	4.499370e-15	8.981131e-13	6.135217e-15	5.019608e+01	1	0
57	2	2	5.359711e-01	2.718833e-16	1.250624e-14	1.189439e-12	2.585818e-14	100	1	1
57	0	2	1.849133e-01	0	1.885668e-14	3.745506e-12	2.645732e-14	5.034483e+01	1	0
58	2	4	5.849024e-01	1.416909e-02	1.325996e-01	1.281754e+01	1.369726e+00	100	1	1
58	0	4	1.846215e-01	0	1.371237e+00	2.741718e+02	2.543208e+00	4.999761e+01	1	0
59	2	1	5.509216e-01	5.736274e-02	2.787799e+00	2.750534e+02	5.665812e+00	1.000000e+02	1	1
59	0	1	2.017563e-01	0	2.529592e+00	5.065713e+02	5.081515e+00	4.997859e+01	1	0
60	2	3	3.673894e-01	1.836970e-16	1.002098e-14	9.844482e-13	1.804617e-14	100	1	1
60	0	3	6.803354e-02	0	1.048888e-14	1.605148e-12	1.448726e-14	5.153453e+01	1	0
61	2	4	1.352138e+00	2.449294e-16	4.256952e+00	5.927960e+02	3.638923e+01	3.891943e+00	1	1
61	0	4	1.863547e-01	0	1.769356e-14	3.472924e-12	2.449294e-14	5.094716e+01	1	0
62	2	2	1.495365e+01	2.709667e-16	6.636856e+00	5.390990e+03	4.466128e+01	8.389783e+01	1	1
62	0	2	2.354321e-01	0	1.729358e-14	3.448564e-12	2.648129e-14	5.024534e+01	1	0
