Trial	Type	Target #	Time to Target	Endpoint Error	Est. Avg. Error Mag	Accum. Error x dMagProj	Max Error Mag.	Max Error Pos. (% of trajectory)	Feedback	Target (1)/Return (0)
1	1	3	1.517762e+00	2.324552e-01	1.153483e+01	1.093067e+03	2.209003e+01	100	0	1
1	0	3	2.018782e-01	0	1.628010e+01	3.128779e+03	2.322209e+01	5.061096e+01	1	0
2	1	4	4.517731e-01	2.739041e-02	2.777703e-01	2.776661e+01	2.738698e+00	100	1	1
2	0	4	3.685830e-01	0	2.348572e+00	4.692614e+02	4.691502e+00	5.004323e+01	1	0
3	1	1	1.419544e+00	6.123234e-17	1.709124e+00	3.257647e+02	1.214177e+01	6.229614e+01	1	1
3	0	1	3.340160e-01	0	4.438205e-15	8.893780e-13	6.135217e-15	5.000000e+01	1	0
4	1	2	4.513382e-01	-1.377931e-01	1.257732e+01	1.405773e+03	1.605478e+01	7.652782e+01	1	1
4	0	2	8.516511e-01	0	6.601635e+00	1.459031e+03	1.467710e+01	9.087982e+01	1	0
5	1	3	3.007280e-01	-1.570796e+00	7.319933e+01	3.150016e+02	1.001957e+02	100	0	1
5	0	3	2.026269e-01	0	7.484462e+01	4.882340e-12	1.001957e+02	50	1	0
6	1	1	3.343840e-01	1.570796e+00	6.693389e+01	1.361842e-12	1.001957e+02	100	0	1
6	0	1	2.682719e-01	0	7.491812e+01	3.036908e-12	1.001957e+02	5.019214e+01	1	0
7	1	4	3.354215e-01	-3.141593e+00	9.585640e-02	9.473089e+00	1.956947e+00	4.850086e-16	0	1
7	0	4	3.190634e-01	0	1.999423e+00	4.005648e+02	3.910912e+00	4.997467e+01	1	0
8	1	2	3.678930e-01	2.642957e-16	1.430981e-14	1.433782e-12	2.648129e-14	100	1	1
8	0	2	3.014523e-01	0	1.826779e-14	3.660707e-12	2.648129e-14	50	1	0
9	1	3	2.681574e-01	-1.570796e+00	5.810131e+01	1.591400e+02	9.667319e+01	100	0	1
9	0	3	2.184820e-01	0	7.427576e+01	4.845231e-12	1.001957e+02	5.000000e+01	1	0
10	1	4	2.508495e-01	-3.082606e+00	2.218348e+00	2.201489e+02	5.860631e+00	100	0	1
10	0	4	1.843372e-01	0	5.135801e-01	1.029184e+02	1.369416e+00	7.325127e+01	1	0
11	1	1	1.516758e-01	1.570796e+00	6.297703e+01	1.280580e-12	100	100	0	1
11	0	1	8.462427e-02	0	2.738174e+00	1.607538e+00	8.043053e+01	3.259465e-12	1	0
12	1	2	1.025473e-01	1.953123e-03	1.872822e-02	1.876484e+00	1.956943e-01	100	1	1
12	0	2	-1.540668e-02	0	2.725470e+00	2.971274e+00	2.725470e+00	100	1	0
13	1	1	-1.453559e-02	1.570796e+00	1.001957e+02	2.038589e-12	1.001957e+02	100	0	1
13	0	1	-1.469199e-02	0	1.174168e+00	8.441926e-17	1.174168e+00	100	1	0
14	1	3	-1.616383e-02	-1.564937e+00	1.001940e+02	5.882128e+01	1.001940e+02	100	0	1
14	0	3	-1.491590e-02	0	2.516398e-16	3.447120e-16	2.516398e-16	100	1	0
15	1	2	-1.468002e-02	5.073767e-02	5.081515e+00	5.084907e+02	5.081515e+00	100	1	1
15	0	2	-1.445884e-02	0	5.870841e-01	4.220963e-17	5.870841e-01	100	1	0
16	1	4	-1.483382e-02	-3.114256e+00	2.738702e+00	2.743037e+02	2.738702e+00	1.000000e+02	0	1
16	0	4	-1.446712e-02	0	1.174168e+00	3.376771e-16	1.174168e+00	100	1	0
17	2	2	6.678179e-01	-3.141593e+00	6.760107e-15	6.760107e-13	4.109589e+00	5.512109e-16	0	1
17	0	2	1.190236e-01	0	9.784698e-02	1.956940e+01	1.956943e-01	4.999990e+01	1	0
18	2	4	3.018335e-01	-4.693224e-02	3.027329e+00	3.023996e+02	4.691502e+00	100	1	1
18	0	4	6.872928e-02	0	4.400259e+00	7.033895e+02	4.874775e+00	6.459740e+01	1	0
19	2	1	8.510351e-02	-1.570796e+00	9.217188e+01	1.082246e+02	100	100	0	1
19	0	1	-1.340581e-02	0	0	0	0	0	1	0
20	2	3	-1.488527e-02	1.520334e+00	9.674558e+01	4.727124e+02	9.674558e+01	100	0	1
20	0	3	-1.606502e-02	0	0	0	0	0	1	0
21	2	4	-1.592019e-02	-3.911898e-02	3.910900e+00	3.907908e+02	3.910900e+00	100	1	1
21	0	4	-1.601645e-02	0	9.784736e-01	2.344980e-16	9.784736e-01	100	1	0
22	2	2	-1.454114e-02	-3.098566e+00	4.301299e+00	4.297318e+02	4.301299e+00	100	0	1
22	0	2	-1.473414e-02	0	3.913894e-01	1.875984e-17	3.913894e-01	100	1	0
23	2	3	1.947459e-02	1.570796e+00	9.085899e+01	1.636390e-12	9.804305e+01	100	0	1
23	0	3	-1.431331e-02	0	1.078456e-16	6.331445e-17	1.078456e-16	100	1	0
24	2	1	1.975093e-03	1.572792e+00	9.804286e+01	1.918643e+01	9.804286e+01	100	0	1
24	0	1	-1.602211e-02	0	0	0	0	0	1	0
25	2	2	-1.468230e-02	2.642957e-16	2.648129e-14	2.653311e-12	2.648129e-14	100	1	1
25	0	2	-1.470460e-02	0	0	0	0	0	1	0
26	2	4	-1.466451e-02	3.325584e-02	3.324971e+00	3.323132e+02	3.324971e+00	1.000000e+02	1	1
26	0	4	-1.470566e-02	0	5.870841e-01	8.441926e-17	5.870841e-01	100	1	0
27	2	1	-1.571180e-02	-1.398358e+00	9.851693e+01	1.690405e+03	9.851693e+01	100	0	1
27	0	1	-1.491931e-02	0	1.198285e-17	2.344980e-18	1.198285e-17	100	1	0
28	2	3	-1.442283e-02	1.812549e+00	9.709198e+01	2.324430e+03	9.709198e+01	100	0	1
28	0	3	-1.593200e-02	0	8.987134e-16	4.396837e-15	8.987134e-16	100	1	0
29	2	4	-1.447064e-02	9.559812e-02	9.545257e+00	9.501673e+02	9.545257e+00	100	1	1
29	0	4	-1.611882e-02	0	1.956947e-01	9.379918e-18	1.956947e-01	100	1	0
30	2	2	-1.482260e-02	-3.116158e+00	2.543208e+00	2.542386e+02	2.543208e+00	100	0	1
30	0	2	-1.559011e-02	0	1.565558e+00	3.001574e-16	1.565558e+00	100	1	0
31	2	3	-1.426949e-02	1.617729e+00	9.988989e+01	4.686336e+02	9.988989e+01	100	0	1
31	0	3	-1.605241e-02	0	2.516398e-16	3.447120e-16	2.516398e-16	100	1	0
32	2	1	-1.415582e-02	-1.381316e+00	9.821023e+01	1.849774e+03	9.821023e+01	100	0	1
32	0	1	-1.576919e-02	0	2.396569e-17	9.379918e-18	2.396569e-17	100	1	0
33	2	2	1.746862e-03	-2.881370e+00	2.455324e+01	2.284440e+03	2.477291e+01	1.000000e+02	0	1
33	0	2	-1.467723e-02	0	4.892368e+00	2.931224e-15	4.892368e+00	1.000000e+02	1	0
34	2	4	-1.441290e-02	1.495597e-01	1.490028e+01	1.473394e+03	1.490028e+01	1.000000e+02	0	1
34	0	4	-1.598941e-02	0	3.131115e+00	2.401259e-15	3.131115e+00	100	1	0
35	2	1	-1.460142e-02	-1.448128e+00	9.924856e+01	1.214418e+03	9.924856e+01	100	0	1
35	0	1	-1.459568e-02	0	3.594854e-17	2.110482e-17	3.594854e-17	100	1	0
36	2	3	-1.454176e-02	1.611869e+00	9.991566e+01	4.102660e+02	9.991566e+01	100	0	1
36	0	3	-1.475668e-02	0	5.032795e-16	1.378848e-15	5.032795e-16	100	1	0
37	2	4	-1.454677e-02	2.739041e-02	2.738698e+00	2.737671e+02	2.738698e+00	100	1	1
37	0	4	-1.552700e-02	0	2.935421e+00	2.110482e-15	2.935421e+00	100	1	0
38	2	2	-1.467513e-02	-3.141593e+00	1.224647e-14	1.224647e-12	1.224647e-14	100	0	1
38	0	2	-1.574681e-02	0	3.131115e+00	1.200630e-15	3.131115e+00	100	1	0
39	2	3	-1.484255e-02	1.576667e+00	9.999828e+01	5.870639e+01	9.999828e+01	100	0	1
39	0	3	-1.546112e-02	0	2.156912e-16	2.532578e-16	2.156912e-16	100	1	0
40	2	1	-1.460119e-02	-1.570796e+00	100	6.123234e-13	100	100	0	1
40	0	1	-1.467855e-02	0	0	0	0	0	1	0
41	2	2	-1.314475e-02	-3.141593e+00	1.224647e-14	1.224647e-12	1.224647e-14	100	0	1
41	0	2	-1.630567e-02	0	1.956947e+00	4.689959e-16	1.956947e+00	100	1	0
42	2	4	-1.500239e-02	-4.888470e-02	4.886523e+00	4.880686e+02	4.886523e+00	100	1	1
42	0	4	-1.436649e-02	0	3.718200e+00	3.386150e-15	3.718200e+00	100	1	0
